Catalog,A.,D.,E.,Type Eng.,Type Ar.,Brand,Model Eng.,Group No.,Grpoup name Eng.,Grpoup name Ar.,Subgroup,Drawing No.,Drawing name Eng.,Drawing  name Ar.,Pos. No.,Producer ID,Q-ty on the drawing,Name Eng.,Name Ar.,OUR ID,Has photo,In stock,Is speial,Price,Special price
2.1.1.24.241,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,"2401, 2407",241,Rear Axle Body. Final Drive,المحور الخلفى,30,D01-015,2,Pin,بنز,0000001440,0,0,0,0,0
2.1.1.24.241,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,"2401, 2407",241,Rear Axle Body. Final Drive,المحور الخلفى,31,50-2401032,2,Bush,دفع,0000001441,0,0,0,0,0
2.1.1.24.241,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,"2401, 2407",241,Rear Axle Body. Final Drive,المحور الخلفى,32,50-2401015-1,1,Housing,علبة,0000001442,0,0,0,0,0
2.1.1.24.241,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,"2401, 2407",241,Rear Axle Body. Final Drive,المحور الخلفى,33,70-1701300,1,"Drain plug 1 1/4""","مخرج زيت الفتيس 1 1/4""",0000001443,0,0,0,0,0
2.1.1.24.241,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,"2401, 2407",241,Rear Axle Body. Final Drive,المحور الخلفى,34,ShP 16,14,Washer,وردة,0000001444,0,0,0,0,0
2.1.1.24.241,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,"2401, 2407",241,Rear Axle Body. Final Drive,المحور الخلفى,35,М16х50,13,Bolt,مسمار,0000001445,0,0,0,0,0
2.1.1.24.241,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,"2401, 2407",241,Rear Axle Body. Final Drive,المحور الخلفى,36,50-2407029,2,Gasket,جوان,0000001446,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,,85-2403020,1,"Differential gear(1-5, 9-15)","التروس التفاضلية (1-5, 9-15)",0000001447,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,,50-2403014,1,"Gear wheel set (6, 7)","مجموعة تروس (6, 7)",0000001448,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,,50-2407050-А-01,2,"Cage cover (19, 21,22)","غطاء مجموعة النقل (19, 21,22)",0000001449,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,,85-2403015,1,"Differential housing (10,15)","تروس مجموعة النقل (10,15)",0000001450,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,,70-2407060,1,Left cage (24-29),مجموعة جوانات صندوق التروس يسار (24-29),0000001451,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,,70-2407060-01,1,"Right cage (24-27, 29, 30)","مجموعة جوانات صندوق التروس يمين (24-27, 29, 30)",0000001452,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,1,ShP 12,8,Washer,وردة,0000001453,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,2,50-2403034-А,8,Bolt,مسمار,0000001454,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,3,50-2403049-B,2,Support washer,وردة مسافة,0000001455,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,4,85-2403055,4,Planet wheel with bush,وردة مع فرشة,0000001456,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,5,85-2403025,4,Planet wheel washer,وردة,0000001457,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,6,50-1701105-B,1,Driving gear,ترس قيادة,0000001458,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,7,50-2403021-B,1,Follower gear,ترس تابع,0000001459,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,8,7515А,1,Bearing,بلية,0000001460,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,9,50-1702092,12,Dowel bolt,مسمار محورى,0000001461,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,10,85-2403018,1,Housing,علبة,0000001462,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,11,50-2403023,6,Locking Plate,وحدة القفل,0000001463,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,12,М12,12,Nut,صامولة,0000001464,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,13,50-2403048,2,Axle shaft gear,ترس محور العامود,0000001465,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,14,50-2403062-А2,1,Spider,وصلة عنكبوتية,0000001466,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,15,85-2403019,1,Cover,غطاء,0000001467,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,16,7215А,1,Bearing,بلية,0000001468,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,17,50-2407056,14,"Gasket 0,5 mm","جوان 0,5 مم",0000001469,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,18,50-2407057,10,"Gasket 0,2 mm",جوان 0.2مم,0000001470,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,19,КFА-50х70,4,Collar 50х70,طوق 50х70,0000001471,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,20,М12х25,4,Bolt,مسمار,0000001472,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,21,85-2407059,2,Cage cover,غطاء قفص,0000001473,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,22,CS110-1414045-4,2,Ring,رنج,0000001474,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,23,50-1601352,4,Pin,بنز,0000001475,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,24,50H-2407042,2,Cage,قفص,0000001476,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,25,160-165-36-1-4,2,Ring,رنج,0000001477,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,26,42212 KM,4,Bearing,بلية,0000001478,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,27,035-040-30-1-4,4,Ring,رنج,0000001479,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,28,70-2407053,1,Left gear wheel,ترس عجلة يسار,0000001480,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,29,85-2407043,2,Ring,رنج,0000001481,0,0,0,0,0
2.1.1.24.242,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2403,242,Differential Gear. Bearing Cage,تروس التعشيق وعلبه البلى,30,70-2407053-01,1,Right gear wheel,ترس عجلة يمين,0000001482,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,,70-2409010-B,1,Lock clutch (1-9),قفل دبرياج (1-9),0000001483,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,,82R-2409050,1,"Adapter(10, 13-20)","محول (10, 13-20)",0000001484,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,1,70-2409015-А,1,Clutch body,جسم دبرياج,0000001485,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,2,70-3502040-01 or 70-3502040-04,2,Brake disk,إسطوانة فرامل,0000001486,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,3,70-2409028,2,Release disk,إسطوانة فك,0000001487,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,4,70-2409020,1,Interlock shaft,عامود غلق داخلى,0000001488,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,5,70-2409018,1,Pressure disk,إسطوانة ضغط,0000001489,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,6,70-2409021,1,Diaphragm,حاجز,0000001490,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,7,70-2409030-B,1,Diaphragm cover,غطاء حاجز,0000001491,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,8,ShP 8,8,Washer,وردة,0000001492,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,9,М8х40,8,Bolt,مسمار,0000001493,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,10,70-2409035-А6,1,Casing,غلاف,0000001494,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,11,ShP 12,5,Washer,وردة,0000001495,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,12,М12х200,5,Bolt,مسمار,0000001496,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,13,S40,1,Ring,رنج,0000001497,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,14,82R-2409036-А,1,Packing,ماسك ( حامل ),0000001498,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,15,70-2409026-B,1,Adapter,محول,0000001499,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,16,70-2409037,1,Connector,موصل,0000001500,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,17,020-025-30-1-4,1,Ring,رنج,0000001501,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,18,54-06-448-А,1,Spring,حلزون,0000001502,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,19,70-2409027-А,1,Bush,دفع,0000001503,0,0,0,0,0
2.1.1.24.243,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",24,Rear axle,المحور الخلفى ,2409,243,Differential Lock,وحدة التعشيق,20,70-2409033-B,1,Ring,رنج,0000001504,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),,80-2800010,1,"Semi-Frame(1, 2, 11-14, 17)","شاسية كامل بالزهرة (1, 2, 11-14, 17)",0000001505,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),,70-2801120-A1-01,1,"Front beam (1, 17)","زهرة شاسية (1, 17)",0000001506,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),,80-2806010,1,"Front tow (15, 16, 18, 19)","وحدة الشد الامامية (15, 16, 18, 19)",0000001507,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),1,50-2801124-A2,1,Front beam,فردة شاسية يمين,0000001508,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),2,80-2801050,1,Right side member,زهرة شاسية,0000001509,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),3,M16x60,6,Bolt,مسمار,0000001510,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),4,ShP 16,25,Washer,وردة,0000001511,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),5,70-2800016-01,2,Bolt,مسمار,0000001512,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),6,M16,1,Nut,صامولة,0000001513,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),7,70-2800016,2,Bolt,مسمار,0000001514,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),8,50-3913214,2,Clamp,افيز,0000001515,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),9,M16x32,2,Bolt,مسمار,0000001516,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),10,80-3919106,2,Bracket,ساند,0000001517,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),11,M16x32,8,Bolt,مسمار,0000001518,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),12,M16х45,4,Bolt,مسمار,0000001519,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),13,50-2800011,4,Bush,دفع,0000001520,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),14,80-2801060,1,Right side member,زهرة شاسية,0000001521,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),15,M20*,2,Nut,صامولة,0000001522,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),16,ShP 20*,2,Washer,وردة,0000001523,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),17,40-3001022,2,Bush,دفع,0000001524,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),18,80-2806011*,1,Front tow,شاسية بالزهرة,0000001525,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),19,70-4605036*,2,Bolt,مسمار,0000001526,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,الشاسية الامامى ( شبه إطار ),20,A61.07.001*,2,Split pin,دبوس فصل,0000001527,0,0,0,0,0
2.1.1.28.281,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2801,281,Semi-Frame,z,21,50-4605079-B*,1,Center pin,بنز محورى,0000001528,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,,70-2807010-А-01,1,Trailing hook (1-36),سنارة بخطاف (1-36),0000001529,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,,80-2807040,1,Rod (31-33),عامود (31-33),0000001530,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,,80-2807070,1,"Hook (24, 25)","صنارة (24, 25)",0000001531,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,1,70-2807080-B,1,Handle,يد,0000001532,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,2,"3,2x18",3,Split pin,دبوس فصل,0000001533,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,3,70-2807079,1,Handle,يد,0000001534,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,4,М10х20,1,Bolt,مسمار,0000001535,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,5,ShP 10,1,Washer,وردة,0000001536,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,6,50-1605152,1,Spring,حلزون,0000001537,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,7,70-1602120-B,1,Axle flange,عامود برقبة,0000001538,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,8,М16х50,2,Bolt,مسمار,0000001539,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,9,ShP 16,2,Washer,وردة,0000001540,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,10,70-2807081,1,Bracket,ساند,0000001541,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,11,40-3104021,4,Bolt,مسمار,0000001542,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,12,70-2807044,4,Washer,وردة,0000001543,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,13,80-2807014,1,Bracket,ساند,0000001544,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,14,70-2807039,2,"Plate 1,0 mm",طبق ( 1 مم ),0000001545,0,0,0,0,0
2.1.1.28.282,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",28,Frame,الاطار ,2807,282,Frame,إطار,14,70-2807039-01,1,"Plate 0,5 mm",طبق (0.5 مم ),0000001546,0,0,0,0,0
